Column1,Method,NumSimulationScenario,Distribution,TravelCov,ServiceCov,NewPatients,ActiveAides,TotalSolvingTime,AcceptedPatients,AllowedDelay,Overtime,AssignedServiceLevel/NumberStd,Scenario,ApproximationTCov,ApproximationSCov,AverageTotalLateness,AverageTotalOvertime,AverageRunLateness,AverageRunOvertime,MaximumTotalLateness,RealServiceLevel,MeanServiceLevel,MinServiceLevel,TotalAccpetedNewPatient,FractionOnTimeServedPatient,OnTimeNewPatient,OnTimeOldPatient,OnTimeTotalPatient,TotalScheduledPatient
98,Scenario,10000,normal,0.25,0.1,10,8,17.14933705,58,1,3,0.98,10,0,0,9.7086,0.2365,0.7135,0.0316,95,"[(32, 0.7877000000000001), (33, 0.6697), (34, 1.0), (35, 1.0), (36, 0.9596), (43, 0.9949), (44, 0.9763), (45, 0.8377), (50, 0.9662), (52, 0.6891), (53, 0.9656), (54, 0.9229), (56, 1.0), (57, 0.8525), (58, 0.9884), (59, 0.8912)]",0.9063625,0.6697,8,0.375,2,4,6,16
99,Scenario,10000,normal,0.25,0.1,10,8,1156.331694,56,1,3,0.98,500,0,0,0.0335,0.009,0.0126,0.0018,10,"[(34, 1.0), (43, 1.0), (44, 1.0), (50, 1.0), (52, 0.999), (54, 0.9999), (56, 0.9995), (57, 1.0), (58, 0.9932)]",0.999066667,0.9932,6,1,6,3,9,9
100,Scenario,10000,normal,0.25,0.1,12,8,33.63986397,58,1,3,0.98,10,0,0,10.7471,0.2313,0.7475,0.0311,95,"[(30, 0.967), (31, 0.9853), (32, 0.7877000000000001), (33, 0.6697), (34, 1.0), (35, 1.0), (36, 0.9596), (43, 0.9949), (44, 0.9763), (45, 0.8377), (48, 0.9998), (49, 1.0), (50, 0.9882), (52, 0.6891), (53, 0.9656), (54, 0.9062), (56, 0.8699), (57, 0.8525), (58, 0.9991), (59, 0.8912)]",0.91699,0.6697,10,0.45,4,5,9,20
101,Scenario,10000,normal,0.25,0.1,14,8,153.1109622,59,1,3,0.98,10,0,0,10.5757,0.231,0.7642,0.0307,100,"[(30, 0.967), (31, 0.9853), (32, 0.7877000000000001), (33, 0.6697), (34, 0.9217), (35, 1.0), (36, 0.9596), (43, 0.9949), (44, 0.9763), (45, 0.8377), (46, 1.0), (47, 1.0), (48, 0.9998), (49, 0.794), (50, 0.9662), (52, 0.6891), (53, 0.9656), (54, 0.9962), (55, 0.9359999999999999), (56, 0.9898), (57, 0.8525), (58, 0.9817), (59, 0.9935)]",0.924534783,0.6697,13,0.47826087,7,4,11,23
102,Scenario,10000,normal,0.25,0.1,16,8,183.7319181,59,1,3,0.98,10,0,0,10.1116,0.3044,0.7499,0.0494,95,"[(30, 0.967), (31, 0.9853), (32, 0.7877000000000001), (33, 0.6697), (34, 0.9217), (35, 1.0), (36, 0.9596), (43, 0.9949), (44, 0.9763), (45, 0.8377), (46, 0.9659), (47, 1.0), (48, 0.9998), (49, 0.9692), (50, 1.0), (52, 0.6891), (53, 0.9656), (54, 0.9472), (55, 0.9359999999999999), (56, 0.9914), (57, 0.8525), (58, 0.9401), (59, 0.9935)]",0.928269565,0.6697,15,0.391304348,6,3,9,23
103,Scenario,10000,normal,0.25,0.1,16,8,3407.230239,58,1,3,0.98,300,0,0,0.2171,0.0202,0.0465,0.0041,25,"[(30, 0.9927), (31, 1.0), (32, 0.9997), (33, 1.0), (34, 0.9964), (35, 1.0), (36, 0.9993), (43, 0.9949), (45, 0.9996), (46, 0.9994), (47, 0.9986), (48, 1.0), (49, 0.997), (50, 0.9999), (52, 0.9927), (53, 0.9892), (54, 1.0), (55, 0.996), (56, 0.9948), (57, 1.0), (58, 0.9995), (59, 1.0)]",0.997713636,0.9892,14,1,14,8,22,22
104,EVT,10000,normal,0.25,0.1,8,8,27.92042994,59,1,3,2.05,0,0.25,0.1,0.0424,0,0.0701,0,15,"[(34, 0.9848), (35, 1.0), (36, 0.9927), (43, 0.9991), (44, 0.9919), (50, 0.9961), (52, 0.994), (53, 0.9875), (54, 0.9954), (56, 0.9907), (57, 0.9999), (58, 0.9898), (59, 1.0)]",0.993992308,0.9848,7,1,7,6,13,13
105,EVT,10000,normal,0.25,0.1,14,8,176.0900359,58,1,3,2.05,0,0.25,0.1,0.0507,0.005,0.0895,0.0069,15,"[(30, 0.9872), (31, 0.9944), (34, 1.0), (35, 1.0), (36, 0.9925), (43, 0.9991), (44, 0.9919), (46, 1.0), (47, 0.9888), (48, 0.9986), (49, 0.988), (50, 1.0), (52, 0.9947), (53, 0.998), (54, 0.9866), (56, 0.9896), (57, 0.9999), (58, 1.0), (59, 0.9929)]",0.994852632,0.9866,12,1,12,7,19,19
106,Scenario,10000,normal,0.25,0.1,16,8,1031.542093,58,1,3,0.98,100,0,0,0.9212,0.1345,0.1604,0.028,55,"[(30, 0.9983), (31, 0.9774), (32, 0.9944), (33, 1.0), (34, 0.9964), (35, 1.0), (36, 1.0), (43, 0.9919), (45, 0.9985), (46, 1.0), (47, 0.9928), (48, 0.9997), (49, 0.9798), (50, 0.9736), (51, 0.9895), (52, 0.9914), (53, 0.9905), (54, 0.9737), (56, 0.978), (57, 1.0), (58, 0.9799), (59, 1.0)]",0.991172727,0.9736,14,0.909090909,12,8,20,22
107,Scenario,10000,normal,0.25,0.1,18,8,329.9448841,59,1,3,0.98,10,0,0,11.8308,0.4896,0.7861,0.0733,110,"[(30, 0.9279), (31, 0.9774), (32, 0.7877000000000001), (33, 0.6697), (34, 0.9217), (35, 1.0), (36, 0.9906), (42, 0.9687), (43, 0.8448), (44, 0.9763), (45, 0.8377), (46, 0.9767), (47, 1.0), (48, 0.9905), (49, 0.7999), (50, 0.9379), (52, 0.6891), (53, 0.9297), (54, 0.9472), (55, 0.9991), (56, 0.9601), (57, 0.9998), (58, 0.9713), (59, 0.9497)]",0.918895833,0.6697,17,0.375,6,3,9,24
108,Scenario,10000,normal,0.25,0.1,12,8,120.5756202,58,1,3,0.98,100,0,0,0.4769,0.098,0.0868,0.0191,20,"[(30, 0.9988), (31, 1.0), (34, 0.9997), (35, 1.0), (36, 1.0), (43, 1.0), (44, 0.9763), (47, 0.9997), (48, 0.9997), (49, 1.0), (50, 0.9825), (52, 1.0), (53, 1.0), (54, 0.9999), (56, 0.9926), (57, 1.0), (58, 0.958), (59, 1.0)]",0.994844444,0.958,10,0.944444444,9,8,17,18
109,Scenario,10000,normal,0.25,0.1,8,8,152.0137331,58,1,3,0.98,100,0,0,0.4555,0.0629,0.0998,0.0133,45,"[(30, 0.9983), (31, 0.9774), (34, 0.9964), (43, 1.0), (44, 0.9763), (49, 0.9798), (50, 0.997), (52, 0.9964), (54, 0.9737), (56, 1.0), (57, 1.0), (58, 0.9917), (59, 1.0)]",0.991307692,0.9737,6,0.923076923,5,7,12,13
110,Scenario,10000,normal,0.25,0.1,18,8,4956.20238,59,1,3,0.98,100,0,0,1.133,0.213,0.1771,0.0415,45,"[(30, 0.9927), (31, 0.9998), (32, 1.0), (33, 0.9836), (34, 0.9997), (35, 1.0), (36, 1.0), (42, 0.9777), (43, 0.9767), (44, 0.9763), (45, 0.9988), (46, 1.0), (47, 0.9928), (48, 0.9997), (49, 0.9911), (50, 0.9833), (52, 0.9981), (53, 0.9905), (54, 0.9672), (55, 0.9991), (56, 0.9917), (57, 0.9807), (58, 0.9799), (59, 1.0)]",0.990808333,0.9672,17,0.958333333,16,7,23,24
111,Deterministic ,10000,normal,0.25,0.1,10,8,6.234930038,59,1,3,0.98,0,0,0,13.5575,0.2883,0.9853,0.1363,91,"[(30, 0.4396), (31, 0.6712), (32, 0.6361), (33, 0.7899), (34, 1.0), (35, 1.0), (36, 0.6723), (43, 0.845), (44, 0.7883), (45, 0.9796), (49, 0.4982), (50, 0.9065), (52, 0.5544), (53, 0.5538000000000001), (54, 0.6945), (55, 0.692), (56, 1.0), (57, 0.9987), (58, 0.5755), (59, 0.7796)]",0.75376,0.4396,9,0.25,2,3,5,20
112,Scenario,10000,normal,0.25,0.1,10,8,1018.134979,56,1,3,0.98,500,0,0,0.0335,0.009,0.0126,0.0018,10,"[(34, 1.0), (43, 1.0), (44, 1.0), (50, 1.0), (52, 0.999), (54, 0.9999), (56, 0.9995), (57, 1.0), (58, 0.9932)]",0.999066667,0.9932,6,1,6,3,9,9
113,Scenario,10000,normal,0.25,0.1,12,8,33.35012007,58,1,3,0.98,10,0,0,10.7471,0.2313,0.7475,0.0311,95,"[(30, 0.967), (31, 0.9853), (32, 0.7877000000000001), (33, 0.6697), (34, 1.0), (35, 1.0), (36, 0.9596), (43, 0.9949), (44, 0.9763), (45, 0.8377), (48, 0.9998), (49, 1.0), (50, 0.9882), (52, 0.6891), (53, 0.9656), (54, 0.9062), (56, 0.8699), (57, 0.8525), (58, 0.9991), (59, 0.8912)]",0.91699,0.6697,10,0.45,4,5,9,20
114,Scenario,10000,normal,0.25,0.1,10,8,17.2166028,58,1,3,0.98,10,0,0,9.7086,0.2365,0.7135,0.0316,95,"[(32, 0.7877000000000001), (33, 0.6697), (34, 1.0), (35, 1.0), (36, 0.9596), (43, 0.9949), (44, 0.9763), (45, 0.8377), (50, 0.9662), (52, 0.6891), (53, 0.9656), (54, 0.9229), (56, 1.0), (57, 0.8525), (58, 0.9884), (59, 0.8912)]",0.9063625,0.6697,8,0.375,2,4,6,16
115,EVT,10000,normal,0.25,0.1,14,8,175.115835,58,1,3,2.05,0,0.25,0.1,0.0507,0.005,0.0895,0.0069,15,"[(30, 0.9872), (31, 0.9944), (34, 1.0), (35, 1.0), (36, 0.9925), (43, 0.9991), (44, 0.9919), (46, 1.0), (47, 0.9888), (48, 0.9986), (49, 0.988), (50, 1.0), (52, 0.9947), (53, 0.998), (54, 0.9866), (56, 0.9896), (57, 0.9999), (58, 1.0), (59, 0.9929)]",0.994852632,0.9866,12,1,12,7,19,19
116,Deterministic ,10000,normal,0.25,0.1,10,8,6.196849108,59,1,3,0.98,0,0,0,13.5575,0.2883,0.9853,0.1363,91,"[(30, 0.4396), (31, 0.6712), (32, 0.6361), (33, 0.7899), (34, 1.0), (35, 1.0), (36, 0.6723), (43, 0.845), (44, 0.7883), (45, 0.9796), (49, 0.4982), (50, 0.9065), (52, 0.5544), (53, 0.5538000000000001), (54, 0.6945), (55, 0.692), (56, 1.0), (57, 0.9987), (58, 0.5755), (59, 0.7796)]",0.75376,0.4396,9,0.25,2,3,5,20
117,Scenario,10000,normal,0.25,0.1,16,8,182.681988,59,1,3,0.98,10,0,0,10.1116,0.3044,0.7499,0.0494,95,"[(30, 0.967), (31, 0.9853), (32, 0.7877000000000001), (33, 0.6697), (34, 0.9217), (35, 1.0), (36, 0.9596), (43, 0.9949), (44, 0.9763), (45, 0.8377), (46, 0.9659), (47, 1.0), (48, 0.9998), (49, 0.9692), (50, 1.0), (52, 0.6891), (53, 0.9656), (54, 0.9472), (55, 0.9359999999999999), (56, 0.9914), (57, 0.8525), (58, 0.9401), (59, 0.9935)]",0.928269565,0.6697,15,0.391304348,6,3,9,23
118,Scenario,10000,normal,0.25,0.1,14,8,154.1020842,59,1,3,0.98,10,0,0,10.5757,0.231,0.7642,0.0307,100,"[(30, 0.967), (31, 0.9853), (32, 0.7877000000000001), (33, 0.6697), (34, 0.9217), (35, 1.0), (36, 0.9596), (43, 0.9949), (44, 0.9763), (45, 0.8377), (46, 1.0), (47, 1.0), (48, 0.9998), (49, 0.794), (50, 0.9662), (52, 0.6891), (53, 0.9656), (54, 0.9962), (55, 0.9359999999999999), (56, 0.9898), (57, 0.8525), (58, 0.9817), (59, 0.9935)]",0.924534783,0.6697,13,0.47826087,7,4,11,23
119,Scenario,10000,normal,0.25,0.1,16,8,3147.473775,58,1,3,0.98,300,0,0,0.2171,0.0202,0.0465,0.0041,25,"[(30, 0.9927), (31, 1.0), (32, 0.9997), (33, 1.0), (34, 0.9964), (35, 1.0), (36, 0.9993), (43, 0.9949), (45, 0.9996), (46, 0.9994), (47, 0.9986), (48, 1.0), (49, 0.997), (50, 0.9999), (52, 0.9927), (53, 0.9892), (54, 1.0), (55, 0.996), (56, 0.9948), (57, 1.0), (58, 0.9995), (59, 1.0)]",0.997713636,0.9892,14,1,14,8,22,22
120,Scenario,10000,normal,0.25,0.1,8,8,10.87371516,59,1,3,0.98,10,0,0,9.8729,0.2365,0.7145,0.0316,95,"[(32, 0.7877000000000001), (33, 0.6697), (34, 1.0), (35, 1.0), (36, 0.9596), (43, 0.9949), (44, 0.9763), (45, 0.8377), (50, 0.9662), (52, 0.6891), (53, 0.9656), (54, 0.9229), (56, 0.9412), (57, 0.8525), (58, 1.0), (59, 0.8912)]",0.9034125,0.6697,7,0.3125,1,4,5,16
121,EVT,10000,normal,0.25,0.1,8,8,25.3283751,59,1,3,2.05,0,0.25,0.1,0.0424,0,0.0701,0,15,"[(34, 0.9848), (35, 1.0), (36, 0.9927), (43, 0.9991), (44, 0.9919), (50, 0.9961), (52, 0.994), (53, 0.9875), (54, 0.9954), (56, 0.9907), (57, 0.9999), (58, 0.9898), (59, 1.0)]",0.993992308,0.9848,7,1,7,6,13,13
122,EVT,10000,normal,0.25,0.1,8,8,28.09069705,59,1,3,2.05,0,0.25,0.1,0.0424,0,0.0701,0,15,"[(34, 0.9848), (35, 1.0), (36, 0.9927), (43, 0.9991), (44, 0.9919), (50, 0.9961), (52, 0.994), (53, 0.9875), (54, 0.9954), (56, 0.9907), (57, 0.9999), (58, 0.9898), (59, 1.0)]",0.993992308,0.9848,7,1,7,6,13,13
123,Scenario,10000,normal,0.25,0.1,18,8,4724.295605,59,1,3,0.98,100,0,0,1.133,0.213,0.1771,0.0415,45,"[(30, 0.9927), (31, 0.9998), (32, 1.0), (33, 0.9836), (34, 0.9997), (35, 1.0), (36, 1.0), (42, 0.9777), (43, 0.9767), (44, 0.9763), (45, 0.9988), (46, 1.0), (47, 0.9928), (48, 0.9997), (49, 0.9911), (50, 0.9833), (52, 0.9981), (53, 0.9905), (54, 0.9672), (55, 0.9991), (56, 0.9917), (57, 0.9807), (58, 0.9799), (59, 1.0)]",0.990808333,0.9672,17,0.958333333,16,7,23,24
124,Scenario,10000,normal,0.25,0.1,8,8,140.047709,58,1,3,0.98,100,0,0,0.4555,0.0629,0.0998,0.0133,45,"[(30, 0.9983), (31, 0.9774), (34, 0.9964), (43, 1.0), (44, 0.9763), (49, 0.9798), (50, 0.997), (52, 0.9964), (54, 0.9737), (56, 1.0), (57, 1.0), (58, 0.9917), (59, 1.0)]",0.991307692,0.9737,6,0.923076923,5,7,12,13
125,Scenario,10000,normal,0.25,0.1,12,8,117.4296498,58,1,3,0.98,100,0,0,0.4769,0.098,0.0868,0.0191,20,"[(30, 0.9988), (31, 1.0), (34, 0.9997), (35, 1.0), (36, 1.0), (43, 1.0), (44, 0.9763), (47, 0.9997), (48, 0.9997), (49, 1.0), (50, 0.9825), (52, 1.0), (53, 1.0), (54, 0.9999), (56, 0.9926), (57, 1.0), (58, 0.958), (59, 1.0)]",0.994844444,0.958,10,0.944444444,9,8,17,18
126,Scenario,10000,normal,0.25,0.1,18,8,326.3892522,59,1,3,0.98,10,0,0,11.8308,0.4896,0.7861,0.0733,110,"[(30, 0.9279), (31, 0.9774), (32, 0.7877000000000001), (33, 0.6697), (34, 0.9217), (35, 1.0), (36, 0.9906), (42, 0.9687), (43, 0.8448), (44, 0.9763), (45, 0.8377), (46, 0.9767), (47, 1.0), (48, 0.9905), (49, 0.7999), (50, 0.9379), (52, 0.6891), (53, 0.9297), (54, 0.9472), (55, 0.9991), (56, 0.9601), (57, 0.9998), (58, 0.9713), (59, 0.9497)]",0.918895833,0.6697,17,0.375,6,3,9,24
127,Deterministic ,10000,normal,0.25,0.1,8,8,4.669245958,60,1,3,0.98,0,0,0,10.0032,0.1726,0.9786,0.0879,81,"[(30, 0.49870000000000003), (31, 0.6712), (34, 1.0), (35, 1.0), (36, 0.6464), (43, 0.7692), (44, 0.7883), (47, 0.7806), (48, 1.0), (49, 0.4488), (50, 0.9065), (52, 0.9699), (53, 0.5538000000000001), (54, 0.6945), (55, 0.7128), (56, 0.5905), (57, 0.8009), (58, 0.6698999999999999), (59, 0.9773)]",0.762068421,0.4488,8,0.210526316,1,3,4,19
128,Scenario,10000,normal,0.25,0.1,14,8,154.692127,59,1,3,0.98,10,0,0,10.5757,0.231,0.7642,0.0307,100,"[(30, 0.967), (31, 0.9853), (32, 0.7877000000000001), (33, 0.6697), (34, 0.9217), (35, 1.0), (36, 0.9596), (43, 0.9949), (44, 0.9763), (45, 0.8377), (46, 1.0), (47, 1.0), (48, 0.9998), (49, 0.794), (50, 0.9662), (52, 0.6891), (53, 0.9656), (54, 0.9962), (55, 0.9359999999999999), (56, 0.9898), (57, 0.8525), (58, 0.9817), (59, 0.9935)]",0.924534783,0.6697,13,0.47826087,7,4,11,23
129,Scenario,10000,normal,0.25,0.1,16,8,189.014472,59,1,3,0.98,10,0,0,10.1116,0.3044,0.7499,0.0494,95,"[(30, 0.967), (31, 0.9853), (32, 0.7877000000000001), (33, 0.6697), (34, 0.9217), (35, 1.0), (36, 0.9596), (43, 0.9949), (44, 0.9763), (45, 0.8377), (46, 0.9659), (47, 1.0), (48, 0.9998), (49, 0.9692), (50, 1.0), (52, 0.6891), (53, 0.9656), (54, 0.9472), (55, 0.9359999999999999), (56, 0.9914), (57, 0.8525), (58, 0.9401), (59, 0.9935)]",0.928269565,0.6697,15,0.391304348,6,3,9,23
130,Scenario,10000,normal,0.25,0.1,10,8,19.440516,58,1,3,0.98,10,0,0,9.7086,0.2365,0.7135,0.0316,95,"[(32, 0.7877000000000001), (33, 0.6697), (34, 1.0), (35, 1.0), (36, 0.9596), (43, 0.9949), (44, 0.9763), (45, 0.8377), (50, 0.9662), (52, 0.6891), (53, 0.9656), (54, 0.9229), (56, 1.0), (57, 0.8525), (58, 0.9884), (59, 0.8912)]",0.9063625,0.6697,8,0.375,2,4,6,16
131,Deterministic ,10000,normal,0.25,0.1,8,8,4.656623125,60,1,3,0.98,0,0,0,10.0032,0.1726,0.9786,0.0879,81,"[(30, 0.49870000000000003), (31, 0.6712), (34, 1.0), (35, 1.0), (36, 0.6464), (43, 0.7692), (44, 0.7883), (47, 0.7806), (48, 1.0), (49, 0.4488), (50, 0.9065), (52, 0.9699), (53, 0.5538000000000001), (54, 0.6945), (55, 0.7128), (56, 0.5905), (57, 0.8009), (58, 0.6698999999999999), (59, 0.9773)]",0.762068421,0.4488,8,0.210526316,1,3,4,19
132,Scenario,10000,normal,0.25,0.1,12,8,37.73753405,58,1,3,0.98,10,0,0,10.7471,0.2313,0.7475,0.0311,95,"[(30, 0.967), (31, 0.9853), (32, 0.7877000000000001), (33, 0.6697), (34, 1.0), (35, 1.0), (36, 0.9596), (43, 0.9949), (44, 0.9763), (45, 0.8377), (48, 0.9998), (49, 1.0), (50, 0.9882), (52, 0.6891), (53, 0.9656), (54, 0.9062), (56, 0.8699), (57, 0.8525), (58, 0.9991), (59, 0.8912)]",0.91699,0.6697,10,0.45,4,5,9,20
133,Scenario,10000,normal,0.25,0.1,10,8,1150.169251,56,1,3,0.98,500,0,0,0.0335,0.009,0.0126,0.0018,10,"[(34, 1.0), (43, 1.0), (44, 1.0), (50, 1.0), (52, 0.999), (54, 0.9999), (56, 0.9995), (57, 1.0), (58, 0.9932)]",0.999066667,0.9932,6,1,6,3,9,9
134,Deterministic ,10000,normal,0.25,0.1,12,8,40.47760606,59,1,3,0.98,0,0,0,9.0218,0.1758,0.9728,0.0872,69,"[(30, 0.4396), (31, 0.6712), (34, 1.0), (35, 1.0), (36, 0.6612), (43, 0.7692), (44, 0.7883), (47, 0.8421), (48, 0.8396), (49, 0.4982), (50, 0.6649), (52, 0.9957), (53, 0.5538000000000001), (54, 1.0), (55, 0.6496), (56, 0.8468), (57, 0.9987), (58, 0.7024), (59, 0.9773)]",0.784136842,0.4396,11,0.315789474,4,2,6,19
135,Scenario,10000,normal,0.25,0.1,16,8,3095.783422,58,1,3,0.98,300,0,0,0.2171,0.0202,0.0465,0.0041,25,"[(30, 0.9927), (31, 1.0), (32, 0.9997), (33, 1.0), (34, 0.9964), (35, 1.0), (36, 0.9993), (43, 0.9949), (45, 0.9996), (46, 0.9994), (47, 0.9986), (48, 1.0), (49, 0.997), (50, 0.9999), (52, 0.9927), (53, 0.9892), (54, 1.0), (55, 0.996), (56, 0.9948), (57, 1.0), (58, 0.9995), (59, 1.0)]",0.997713636,0.9892,14,1,14,8,22,22
136,Deterministic ,10000,normal,0.25,0.1,12,8,24.5938201,59,1,3,0.98,0,0,0,9.0218,0.1758,0.9728,0.0872,69,"[(30, 0.4396), (31, 0.6712), (34, 1.0), (35, 1.0), (36, 0.6612), (43, 0.7692), (44, 0.7883), (47, 0.8421), (48, 0.8396), (49, 0.4982), (50, 0.6649), (52, 0.9957), (53, 0.5538000000000001), (54, 1.0), (55, 0.6496), (56, 0.8468), (57, 0.9987), (58, 0.7024), (59, 0.9773)]",0.784136842,0.4396,11,0.315789474,4,2,6,19
137,Deterministic ,10000,normal,0.25,0.1,8,8,4.706887007,60,1,3,0.98,0,0,0,10.0032,0.1726,0.9786,0.0879,81,"[(30, 0.49870000000000003), (31, 0.6712), (34, 1.0), (35, 1.0), (36, 0.6464), (43, 0.7692), (44, 0.7883), (47, 0.7806), (48, 1.0), (49, 0.4488), (50, 0.9065), (52, 0.9699), (53, 0.5538000000000001), (54, 0.6945), (55, 0.7128), (56, 0.5905), (57, 0.8009), (58, 0.6698999999999999), (59, 0.9773)]",0.762068421,0.4488,8,0.210526316,1,3,4,19
138,Scenario,10000,normal,0.25,0.1,12,8,120.1599069,58,1,3,0.98,100,0,0,0.4769,0.098,0.0868,0.0191,20,"[(30, 0.9988), (31, 1.0), (34, 0.9997), (35, 1.0), (36, 1.0), (43, 1.0), (44, 0.9763), (47, 0.9997), (48, 0.9997), (49, 1.0), (50, 0.9825), (52, 1.0), (53, 1.0), (54, 0.9999), (56, 0.9926), (57, 1.0), (58, 0.958), (59, 1.0)]",0.994844444,0.958,10,0.944444444,9,8,17,18
139,Scenario,10000,normal,0.25,0.1,8,8,154.770539,58,1,3,0.98,100,0,0,0.4555,0.0629,0.0998,0.0133,45,"[(30, 0.9983), (31, 0.9774), (34, 0.9964), (43, 1.0), (44, 0.9763), (49, 0.9798), (50, 0.997), (52, 0.9964), (54, 0.9737), (56, 1.0), (57, 1.0), (58, 0.9917), (59, 1.0)]",0.991307692,0.9737,6,0.923076923,5,7,12,13
140,Scenario,10000,normal,0.25,0.1,18,8,2444.6007,59,1,3,0.98,100,0,0,1.133,0.213,0.1771,0.0415,45,"[(30, 0.9927), (31, 0.9998), (32, 1.0), (33, 0.9836), (34, 0.9997), (35, 1.0), (36, 1.0), (42, 0.9777), (43, 0.9767), (44, 0.9763), (45, 0.9988), (46, 1.0), (47, 0.9928), (48, 0.9997), (49, 0.9911), (50, 0.9833), (52, 0.9981), (53, 0.9905), (54, 0.9672), (55, 0.9991), (56, 0.9917), (57, 0.9807), (58, 0.9799), (59, 1.0)]",0.990808333,0.9672,17,0.958333333,16,7,23,24
141,Deterministic ,10000,normal,0.25,0.1,18,8,148.972863,60,1,3,0.98,0,0,0,20.5595,1.2284,0.9981,0.3425,120,"[(30, 0.4839), (31, 0.6712), (32, 0.6129), (33, 0.746), (34, 1.0), (35, 1.0), (36, 0.5589999999999999), (37, 0.9977), (38, 1.0), (39, 0.7757000000000001), (42, 0.5608), (43, 0.9451), (44, 0.7349), (45, 0.6108), (46, 0.7469), (47, 0.7753), (48, 0.5665), (49, 0.6489), (50, 0.6114999999999999), (51, 0.7927), (52, 0.5848), (53, 0.9771), (54, 0.6359), (55, 0.6834), (56, 0.5518000000000001), (57, 0.7935), (58, 0.6547000000000001), (59, 0.9781)]",0.739253571,0.4839,18,0.214285714,2,4,6,28
142,EVT,10000,normal,0.25,0.1,10,8,27.89383197,58,1,3,2.05,0,0.25,0.1,0.0475,0,0.0822,0,15,"[(34, 0.9848), (35, 1.0), (36, 0.9927), (43, 0.9991), (44, 0.9919), (50, 1.0), (52, 0.9805), (53, 0.9875), (54, 0.9922), (56, 0.9907), (57, 0.9999), (58, 0.9886), (59, 1.0)]",0.992915385,0.9805,8,1,8,5,13,13
143,Scenario,10000,normal,0.25,0.1,18,8,326.183358,59,1,3,0.98,10,0,0,11.8308,0.4896,0.7861,0.0733,110,"[(30, 0.9279), (31, 0.9774), (32, 0.7877000000000001), (33, 0.6697), (34, 0.9217), (35, 1.0), (36, 0.9906), (42, 0.9687), (43, 0.8448), (44, 0.9763), (45, 0.8377), (46, 0.9767), (47, 1.0), (48, 0.9905), (49, 0.7999), (50, 0.9379), (52, 0.6891), (53, 0.9297), (54, 0.9472), (55, 0.9991), (56, 0.9601), (57, 0.9998), (58, 0.9713), (59, 0.9497)]",0.918895833,0.6697,17,0.375,6,3,9,24
144,Scenario,10000,normal,0.25,0.1,16,8,182.5765281,59,1,3,0.98,10,0,0,10.1116,0.3044,0.7499,0.0494,95,"[(30, 0.967), (31, 0.9853), (32, 0.7877000000000001), (33, 0.6697), (34, 0.9217), (35, 1.0), (36, 0.9596), (43, 0.9949), (44, 0.9763), (45, 0.8377), (46, 0.9659), (47, 1.0), (48, 0.9998), (49, 0.9692), (50, 1.0), (52, 0.6891), (53, 0.9656), (54, 0.9472), (55, 0.9359999999999999), (56, 0.9914), (57, 0.8525), (58, 0.9401), (59, 0.9935)]",0.928269565,0.6697,15,0.391304348,6,3,9,23
145,Scenario,10000,normal,0.25,0.1,14,8,153.570014,59,1,3,0.98,10,0,0,10.5757,0.231,0.7642,0.0307,100,"[(30, 0.967), (31, 0.9853), (32, 0.7877000000000001), (33, 0.6697), (34, 0.9217), (35, 1.0), (36, 0.9596), (43, 0.9949), (44, 0.9763), (45, 0.8377), (46, 1.0), (47, 1.0), (48, 0.9998), (49, 0.794), (50, 0.9662), (52, 0.6891), (53, 0.9656), (54, 0.9962), (55, 0.9359999999999999), (56, 0.9898), (57, 0.8525), (58, 0.9817), (59, 0.9935)]",0.924534783,0.6697,13,0.47826087,7,4,11,23
