Column1,Method,NumSimulationScenario,Distribution,TravelCov,ServiceCov,NewPatients,ActiveAides,TotalSolvingTime,AcceptedPatients,AllowedDelay,Overtime,AssignedServiceLevel/NumberStd,Scenario,ApproximationTCov,ApproximationSCov,AverageTotalLateness,AverageTotalOvertime,AverageRunLateness,AverageRunOvertime,MaximumTotalLateness,RealServiceLevel,MeanServiceLevel,MinServiceLevel,TotalAccpetedNewPatient,FractionOnTimeServedPatient,OnTimeNewPatient,OnTimeOldPatient,OnTimeTotalPatient,TotalScheduledPatient
146,Scenario,10000,normal,0.25,0.1,12,8,36.8642168,58,1,3,0.98,10,0,0,10.7471,0.2313,0.7475,0.0311,95,"[(30, 0.967), (31, 0.9853), (32, 0.7877000000000001), (33, 0.6697), (34, 1.0), (35, 1.0), (36, 0.9596), (43, 0.9949), (44, 0.9763), (45, 0.8377), (48, 0.9998), (49, 1.0), (50, 0.9882), (52, 0.6891), (53, 0.9656), (54, 0.9062), (56, 0.8699), (57, 0.8525), (58, 0.9991), (59, 0.8912)]",0.91699,0.6697,10,0.45,4,5,9,20
147,Scenario,10000,normal,0.25,0.1,10,8,1102.215766,56,1,3,0.98,500,0,0,0.0335,0.009,0.0126,0.0018,10,"[(34, 1.0), (43, 1.0), (44, 1.0), (50, 1.0), (52, 0.999), (54, 0.9999), (56, 0.9995), (57, 1.0), (58, 0.9932)]",0.999066667,0.9932,6,1,6,3,9,9
148,Scenario,10000,normal,0.25,0.1,10,8,17.03500199,58,1,3,0.98,10,0,0,9.7086,0.2365,0.7135,0.0316,95,"[(32, 0.7877000000000001), (33, 0.6697), (34, 1.0), (35, 1.0), (36, 0.9596), (43, 0.9949), (44, 0.9763), (45, 0.8377), (50, 0.9662), (52, 0.6891), (53, 0.9656), (54, 0.9229), (56, 1.0), (57, 0.8525), (58, 0.9884), (59, 0.8912)]",0.9063625,0.6697,8,0.375,2,4,6,16
149,Deterministic ,10000,normal,0.25,0.1,18,8,151.940238,60,1,3,0.98,0,0,0,20.5595,1.2284,0.9981,0.3425,120,"[(30, 0.4839), (31, 0.6712), (32, 0.6129), (33, 0.746), (34, 1.0), (35, 1.0), (36, 0.5589999999999999), (37, 0.9977), (38, 1.0), (39, 0.7757000000000001), (42, 0.5608), (43, 0.9451), (44, 0.7349), (45, 0.6108), (46, 0.7469), (47, 0.7753), (48, 0.5665), (49, 0.6489), (50, 0.6114999999999999), (51, 0.7927), (52, 0.5848), (53, 0.9771), (54, 0.6359), (55, 0.6834), (56, 0.5518000000000001), (57, 0.7935), (58, 0.6547000000000001), (59, 0.9781)]",0.739253571,0.4839,18,0.214285714,2,4,6,28
150,EVT,10000,normal,0.25,0.1,10,8,26.15863299,58,1,3,2.05,0,0.25,0.1,0.0475,0,0.0822,0,15,"[(34, 0.9848), (35, 1.0), (36, 0.9927), (43, 0.9991), (44, 0.9919), (50, 1.0), (52, 0.9805), (53, 0.9875), (54, 0.9922), (56, 0.9907), (57, 0.9999), (58, 0.9886), (59, 1.0)]",0.992915385,0.9805,8,1,8,5,13,13
151,EVT,10000,normal,0.25,0.1,10,8,26.13517022,58,1,3,2.05,0,0.25,0.1,0.0475,0,0.0822,0,15,"[(34, 0.9848), (35, 1.0), (36, 0.9927), (43, 0.9991), (44, 0.9919), (50, 1.0), (52, 0.9805), (53, 0.9875), (54, 0.9922), (56, 0.9907), (57, 0.9999), (58, 0.9886), (59, 1.0)]",0.992915385,0.9805,8,1,8,5,13,13
152,Scenario,10000,normal,0.25,0.1,8,8,281.502816,59,1,3,0.98,300,0,0,0.253,0.1492,0.0463,0.0284,35,"[(30, 0.9927), (31, 0.9998), (34, 0.9964), (35, 0.9996), (36, 0.9993), (43, 1.0), (44, 1.0), (49, 0.999), (50, 0.9945), (52, 0.9995), (53, 1.0), (54, 0.9998), (56, 0.9776), (57, 1.0), (58, 0.9942), (59, 1.0)]",0.997025,0.9776,7,1,7,9,16,16
153,Scenario,10000,normal,0.25,0.1,16,8,3113.452991,58,1,3,0.98,300,0,0,0.2171,0.0202,0.0465,0.0041,25,"[(30, 0.9927), (31, 1.0), (32, 0.9997), (33, 1.0), (34, 0.9964), (35, 1.0), (36, 0.9993), (43, 0.9949), (45, 0.9996), (46, 0.9994), (47, 0.9986), (48, 1.0), (49, 0.997), (50, 0.9999), (52, 0.9927), (53, 0.9892), (54, 1.0), (55, 0.996), (56, 0.9948), (57, 1.0), (58, 0.9995), (59, 1.0)]",0.997713636,0.9892,14,1,14,8,22,22
154,Deterministic ,10000,normal,0.25,0.1,18,8,150.218467,60,1,3,0.98,0,0,0,20.5595,1.2284,0.9981,0.3425,120,"[(30, 0.4839), (31, 0.6712), (32, 0.6129), (33, 0.746), (34, 1.0), (35, 1.0), (36, 0.5589999999999999), (37, 0.9977), (38, 1.0), (39, 0.7757000000000001), (42, 0.5608), (43, 0.9451), (44, 0.7349), (45, 0.6108), (46, 0.7469), (47, 0.7753), (48, 0.5665), (49, 0.6489), (50, 0.6114999999999999), (51, 0.7927), (52, 0.5848), (53, 0.9771), (54, 0.6359), (55, 0.6834), (56, 0.5518000000000001), (57, 0.7935), (58, 0.6547000000000001), (59, 0.9781)]",0.739253571,0.4839,18,0.214285714,2,4,6,28
155,EVT,10000,normal,0.25,0.1,12,8,74.26411891,58,1,3,2.05,0,0.25,0.1,0.0539,0.0035,0.0985,0.0093,25,"[(30, 0.9855), (31, 0.9944), (34, 1.0), (35, 1.0), (36, 0.9964), (43, 0.9991), (44, 0.9919), (47, 0.9808), (48, 0.9986), (49, 0.9954), (50, 0.9865), (52, 0.9785), (53, 0.998), (54, 1.0), (56, 0.9971), (57, 0.9999), (58, 0.9999), (59, 0.9888)]",0.993933333,0.9785,10,1,10,8,18,18
156,Scenario,10000,normal,0.25,0.1,14,8,3783.135987,57,1,3,0.98,500,0,0,0.1592,0.1222,0.0372,0.0231,15,"[(30, 0.9927), (31, 0.9998), (34, 1.0), (35, 1.0), (36, 0.9997), (43, 1.0), (44, 0.9974), (46, 0.9999), (47, 0.9928), (48, 1.0), (49, 0.9939), (50, 0.9999), (52, 0.9951), (53, 0.9999), (54, 0.9963), (56, 0.9985), (57, 1.0), (58, 1.0)]",0.998105556,0.9927,11,1,11,7,18,18
157,EVT,10000,normal,0.25,0.1,12,8,68.16095996,58,1,3,2.05,0,0.25,0.1,0.0539,0.0035,0.0985,0.0093,25,"[(30, 0.9855), (31, 0.9944), (34, 1.0), (35, 1.0), (36, 0.9964), (43, 0.9991), (44, 0.9919), (47, 0.9808), (48, 0.9986), (49, 0.9954), (50, 0.9865), (52, 0.9785), (53, 0.998), (54, 1.0), (56, 0.9971), (57, 0.9999), (58, 0.9999), (59, 0.9888)]",0.993933333,0.9785,10,1,10,8,18,18
158,Scenario,10000,normal,0.25,0.1,16,8,2167.835739,58,1,3,0.98,100,0,0,0.9212,0.1345,0.1604,0.028,55,"[(30, 0.9983), (31, 0.9774), (32, 0.9944), (33, 1.0), (34, 0.9964), (35, 1.0), (36, 1.0), (43, 0.9919), (45, 0.9985), (46, 1.0), (47, 0.9928), (48, 0.9997), (49, 0.9798), (50, 0.9736), (51, 0.9895), (52, 0.9914), (53, 0.9905), (54, 0.9737), (56, 0.978), (57, 1.0), (58, 0.9799), (59, 1.0)]",0.991172727,0.9736,14,0.909090909,12,8,20,22
159,Scenario,10000,normal,0.25,0.1,8,8,71.80360913,58,1,3,0.98,100,0,0,0.4555,0.0629,0.0998,0.0133,45,"[(30, 0.9983), (31, 0.9774), (34, 0.9964), (43, 1.0), (44, 0.9763), (49, 0.9798), (50, 0.997), (52, 0.9964), (54, 0.9737), (56, 1.0), (57, 1.0), (58, 0.9917), (59, 1.0)]",0.991307692,0.9737,6,0.923076923,5,7,12,13
160,Scenario,10000,normal,0.25,0.1,18,8,2387.516119,59,1,3,0.98,100,0,0,1.133,0.213,0.1771,0.0415,45,"[(30, 0.9927), (31, 0.9998), (32, 1.0), (33, 0.9836), (34, 0.9997), (35, 1.0), (36, 1.0), (42, 0.9777), (43, 0.9767), (44, 0.9763), (45, 0.9988), (46, 1.0), (47, 0.9928), (48, 0.9997), (49, 0.9911), (50, 0.9833), (52, 0.9981), (53, 0.9905), (54, 0.9672), (55, 0.9991), (56, 0.9917), (57, 0.9807), (58, 0.9799), (59, 1.0)]",0.990808333,0.9672,17,0.958333333,16,7,23,24
161,Scenario,10000,normal,0.25,0.1,8,8,10.86429501,59,1,3,0.98,10,0,0,9.8729,0.2365,0.7145,0.0316,95,"[(32, 0.7877000000000001), (33, 0.6697), (34, 1.0), (35, 1.0), (36, 0.9596), (43, 0.9949), (44, 0.9763), (45, 0.8377), (50, 0.9662), (52, 0.6891), (53, 0.9656), (54, 0.9229), (56, 0.9412), (57, 0.8525), (58, 1.0), (59, 0.8912)]",0.9034125,0.6697,7,0.3125,1,4,5,16
162,Scenario,10000,normal,0.25,0.1,8,8,190.254596,59,1,3,0.98,300,0,0,0.253,0.1492,0.0463,0.0284,35,"[(30, 0.9927), (31, 0.9998), (34, 0.9964), (35, 0.9996), (36, 0.9993), (43, 1.0), (44, 1.0), (49, 0.999), (50, 0.9945), (52, 0.9995), (53, 1.0), (54, 0.9998), (56, 0.9776), (57, 1.0), (58, 0.9942), (59, 1.0)]",0.997025,0.9776,7,1,7,9,16,16
163,Scenario,10000,normal,0.25,0.1,12,8,383.6579871,58,1,3,0.98,300,0,0,0.2044,0.019,0.0434,0.0035,20,"[(30, 0.9997), (31, 1.0), (34, 0.9964), (35, 1.0), (36, 0.9993), (43, 1.0), (44, 1.0), (47, 1.0), (48, 1.0), (49, 0.997), (50, 1.0), (52, 0.9905), (53, 0.9927), (54, 0.9964), (56, 0.9914), (57, 1.0), (58, 0.9905), (59, 1.0)]",0.997438889,0.9905,10,1,10,8,18,18
164,Scenario,10000,normal,0.25,0.1,14,8,3902.627165,57,1,3,0.98,500,0,0,0.1592,0.1222,0.0372,0.0231,15,"[(30, 0.9927), (31, 0.9998), (34, 1.0), (35, 1.0), (36, 0.9997), (43, 1.0), (44, 0.9974), (46, 0.9999), (47, 0.9928), (48, 1.0), (49, 0.9939), (50, 0.9999), (52, 0.9951), (53, 0.9999), (54, 0.9963), (56, 0.9985), (57, 1.0), (58, 1.0)]",0.998105556,0.9927,11,1,11,7,18,18
165,Scenario,10000,normal,0.25,0.1,16,8,2594.365437,58,1,3,0.98,100,0,0,0.9212,0.1345,0.1604,0.028,55,"[(30, 0.9983), (31, 0.9774), (32, 0.9944), (33, 1.0), (34, 0.9964), (35, 1.0), (36, 1.0), (43, 0.9919), (45, 0.9985), (46, 1.0), (47, 0.9928), (48, 0.9997), (49, 0.9798), (50, 0.9736), (51, 0.9895), (52, 0.9914), (53, 0.9905), (54, 0.9737), (56, 0.978), (57, 1.0), (58, 0.9799), (59, 1.0)]",0.991172727,0.9736,14,0.909090909,12,8,20,22
166,Deterministic ,10000,normal,0.25,0.1,16,8,110.415977,60,1,3,0.98,0,0,0,19.0341,0.5465,0.9977,0.3426,114,"[(30, 0.5013000000000001), (31, 0.6712), (32, 0.6129), (33, 0.746), (34, 1.0), (35, 1.0), (36, 0.6612), (37, 0.9977), (38, 1.0), (39, 0.7757000000000001), (43, 0.7692), (44, 0.7349), (45, 0.6108), (46, 0.476), (47, 0.5484), (48, 0.8396), (49, 0.5931), (50, 0.45389999999999997), (51, 0.7449), (52, 0.7004), (53, 0.9771), (54, 0.5659000000000001), (55, 0.7128), (56, 0.6164000000000001), (57, 0.9987), (58, 0.6547000000000001), (59, 0.9773)]",0.738522222,0.4539,16,0.259259259,3,4,7,27
167,Deterministic ,10000,normal,0.25,0.1,16,8,111.3431029,60,1,3,0.98,0,0,0,19.0341,0.5465,0.9977,0.3426,114,"[(30, 0.5013000000000001), (31, 0.6712), (32, 0.6129), (33, 0.746), (34, 1.0), (35, 1.0), (36, 0.6612), (37, 0.9977), (38, 1.0), (39, 0.7757000000000001), (43, 0.7692), (44, 0.7349), (45, 0.6108), (46, 0.476), (47, 0.5484), (48, 0.8396), (49, 0.5931), (50, 0.45389999999999997), (51, 0.7449), (52, 0.7004), (53, 0.9771), (54, 0.5659000000000001), (55, 0.7128), (56, 0.6164000000000001), (57, 0.9987), (58, 0.6547000000000001), (59, 0.9773)]",0.738522222,0.4539,16,0.259259259,3,4,7,27
168,Scenario,10000,normal,0.25,0.1,12,8,405.4406531,58,1,3,0.98,300,0,0,0.2044,0.019,0.0434,0.0035,20,"[(30, 0.9997), (31, 1.0), (34, 0.9964), (35, 1.0), (36, 0.9993), (43, 1.0), (44, 1.0), (47, 1.0), (48, 1.0), (49, 0.997), (50, 1.0), (52, 0.9905), (53, 0.9927), (54, 0.9964), (56, 0.9914), (57, 1.0), (58, 0.9905), (59, 1.0)]",0.997438889,0.9905,10,1,10,8,18,18
169,Scenario,10000,normal,0.25,0.1,8,8,198.1452019,59,1,3,0.98,300,0,0,0.253,0.1492,0.0463,0.0284,35,"[(30, 0.9927), (31, 0.9998), (34, 0.9964), (35, 0.9996), (36, 0.9993), (43, 1.0), (44, 1.0), (49, 0.999), (50, 0.9945), (52, 0.9995), (53, 1.0), (54, 0.9998), (56, 0.9776), (57, 1.0), (58, 0.9942), (59, 1.0)]",0.997025,0.9776,7,1,7,9,16,16
170,Scenario,10000,normal,0.25,0.1,8,8,11.49518681,59,1,3,0.98,10,0,0,9.8729,0.2365,0.7145,0.0316,95,"[(32, 0.7877000000000001), (33, 0.6697), (34, 1.0), (35, 1.0), (36, 0.9596), (43, 0.9949), (44, 0.9763), (45, 0.8377), (50, 0.9662), (52, 0.6891), (53, 0.9656), (54, 0.9229), (56, 0.9412), (57, 0.8525), (58, 1.0), (59, 0.8912)]",0.9034125,0.6697,7,0.3125,1,4,5,16
171,Scenario,10000,normal,0.25,0.1,16,8,184.3146422,59,1,3,0.98,10,0,0,10.1116,0.3044,0.7499,0.0494,95,"[(30, 0.967), (31, 0.9853), (32, 0.7877000000000001), (33, 0.6697), (34, 0.9217), (35, 1.0), (36, 0.9596), (43, 0.9949), (44, 0.9763), (45, 0.8377), (46, 0.9659), (47, 1.0), (48, 0.9998), (49, 0.9692), (50, 1.0), (52, 0.6891), (53, 0.9656), (54, 0.9472), (55, 0.9359999999999999), (56, 0.9914), (57, 0.8525), (58, 0.9401), (59, 0.9935)]",0.928269565,0.6697,15,0.391304348,6,3,9,23
172,Scenario,10000,normal,0.25,0.1,14,8,4235.061058,57,1,3,0.98,500,0,0,0.1592,0.1222,0.0372,0.0231,15,"[(30, 0.9927), (31, 0.9998), (34, 1.0), (35, 1.0), (36, 0.9997), (43, 1.0), (44, 0.9974), (46, 0.9999), (47, 0.9928), (48, 1.0), (49, 0.9939), (50, 0.9999), (52, 0.9951), (53, 0.9999), (54, 0.9963), (56, 0.9985), (57, 1.0), (58, 1.0)]",0.998105556,0.9927,11,1,11,7,18,18
173,Scenario,10000,normal,0.25,0.1,14,8,153.3158901,59,1,3,0.98,10,0,0,10.5757,0.231,0.7642,0.0307,100,"[(30, 0.967), (31, 0.9853), (32, 0.7877000000000001), (33, 0.6697), (34, 0.9217), (35, 1.0), (36, 0.9596), (43, 0.9949), (44, 0.9763), (45, 0.8377), (46, 1.0), (47, 1.0), (48, 0.9998), (49, 0.794), (50, 0.9662), (52, 0.6891), (53, 0.9656), (54, 0.9962), (55, 0.9359999999999999), (56, 0.9898), (57, 0.8525), (58, 0.9817), (59, 0.9935)]",0.924534783,0.6697,13,0.47826087,7,4,11,23
174,Scenario,10000,normal,0.25,0.1,12,8,34.35832906,58,1,3,0.98,10,0,0,10.7471,0.2313,0.7475,0.0311,95,"[(30, 0.967), (31, 0.9853), (32, 0.7877000000000001), (33, 0.6697), (34, 1.0), (35, 1.0), (36, 0.9596), (43, 0.9949), (44, 0.9763), (45, 0.8377), (48, 0.9998), (49, 1.0), (50, 0.9882), (52, 0.6891), (53, 0.9656), (54, 0.9062), (56, 0.8699), (57, 0.8525), (58, 0.9991), (59, 0.8912)]",0.91699,0.6697,10,0.45,4,5,9,20
175,Deterministic ,10000,normal,0.25,0.1,14,8,90.51281691,59,1,3,0.98,0,0,0,9.0852,0.5212,0.9785,0.2665,90,"[(30, 0.5545), (31, 0.6843), (34, 1.0), (35, 1.0), (36, 0.5589999999999999), (43, 0.7784), (44, 0.7883), (46, 0.48619999999999997), (47, 0.9762), (49, 0.8944), (50, 0.6712), (51, 0.753), (52, 0.9957), (53, 0.946), (54, 0.8), (55, 0.6834), (56, 0.5943), (57, 0.7771), (58, 0.985), (59, 0.7904)]",0.78587,0.4862,13,0.25,3,2,5,20
176,EVT,10000,normal,0.25,0.1,16,8,195.721519,58,1,3,2.05,0,0.25,0.1,0.0647,0.0005,0.1208,0.0009,20,"[(30, 0.9872), (31, 0.9944), (32, 0.9843), (33, 0.982), (34, 1.0), (35, 1.0), (36, 0.9927), (43, 0.9991), (44, 0.997), (45, 1.0), (46, 1.0), (47, 1.0), (48, 0.9986), (49, 1.0), (50, 0.9801), (52, 0.9966), (53, 0.9875), (54, 1.0), (56, 0.9909), (57, 0.9999), (58, 0.9804), (59, 0.9929)]",0.9938,0.9801,14,1,14,8,22,22
177,Scenario,10000,normal,0.25,0.1,10,8,17.27687287,58,1,3,0.98,10,0,0,9.7086,0.2365,0.7135,0.0316,95,"[(32, 0.7877000000000001), (33, 0.6697), (34, 1.0), (35, 1.0), (36, 0.9596), (43, 0.9949), (44, 0.9763), (45, 0.8377), (50, 0.9662), (52, 0.6891), (53, 0.9656), (54, 0.9229), (56, 1.0), (57, 0.8525), (58, 0.9884), (59, 0.8912)]",0.9063625,0.6697,8,0.375,2,4,6,16
178,Deterministic ,10000,normal,0.25,0.1,14,8,93.60205412,59,1,3,0.98,0,0,0,9.0852,0.5212,0.9785,0.2665,90,"[(30, 0.5545), (31, 0.6843), (34, 1.0), (35, 1.0), (36, 0.5589999999999999), (43, 0.7784), (44, 0.7883), (46, 0.48619999999999997), (47, 0.9762), (49, 0.8944), (50, 0.6712), (51, 0.753), (52, 0.9957), (53, 0.946), (54, 0.8), (55, 0.6834), (56, 0.5943), (57, 0.7771), (58, 0.985), (59, 0.7904)]",0.78587,0.4862,13,0.25,3,2,5,20
179,EVT,10000,normal,0.25,0.1,16,8,195.6479042,58,1,3,2.05,0,0.25,0.1,0.0647,0.0005,0.1208,0.0009,20,"[(30, 0.9872), (31, 0.9944), (32, 0.9843), (33, 0.982), (34, 1.0), (35, 1.0), (36, 0.9927), (43, 0.9991), (44, 0.997), (45, 1.0), (46, 1.0), (47, 1.0), (48, 0.9986), (49, 1.0), (50, 0.9801), (52, 0.9966), (53, 0.9875), (54, 1.0), (56, 0.9909), (57, 0.9999), (58, 0.9804), (59, 0.9929)]",0.9938,0.9801,14,1,14,8,22,22
180,Scenario,10000,normal,0.25,0.1,16,8,2211.193572,58,1,3,0.98,100,0,0,0.9212,0.1345,0.1604,0.028,55,"[(30, 0.9983), (31, 0.9774), (32, 0.9944), (33, 1.0), (34, 0.9964), (35, 1.0), (36, 1.0), (43, 0.9919), (45, 0.9985), (46, 1.0), (47, 0.9928), (48, 0.9997), (49, 0.9798), (50, 0.9736), (51, 0.9895), (52, 0.9914), (53, 0.9905), (54, 0.9737), (56, 0.978), (57, 1.0), (58, 0.9799), (59, 1.0)]",0.991172727,0.9736,14,0.909090909,12,8,20,22
181,Scenario,10000,normal,0.25,0.1,18,8,327.8805199,59,1,3,0.98,10,0,0,11.8308,0.4896,0.7861,0.0733,110,"[(30, 0.9279), (31, 0.9774), (32, 0.7877000000000001), (33, 0.6697), (34, 0.9217), (35, 1.0), (36, 0.9906), (42, 0.9687), (43, 0.8448), (44, 0.9763), (45, 0.8377), (46, 0.9767), (47, 1.0), (48, 0.9905), (49, 0.7999), (50, 0.9379), (52, 0.6891), (53, 0.9297), (54, 0.9472), (55, 0.9991), (56, 0.9601), (57, 0.9998), (58, 0.9713), (59, 0.9497)]",0.918895833,0.6697,17,0.375,6,3,9,24
182,Scenario,10000,normal,0.25,0.1,8,8,10.83578086,59,1,3,0.98,10,0,0,9.8729,0.2365,0.7145,0.0316,95,"[(32, 0.7877000000000001), (33, 0.6697), (34, 1.0), (35, 1.0), (36, 0.9596), (43, 0.9949), (44, 0.9763), (45, 0.8377), (50, 0.9662), (52, 0.6891), (53, 0.9656), (54, 0.9229), (56, 0.9412), (57, 0.8525), (58, 1.0), (59, 0.8912)]",0.9034125,0.6697,7,0.3125,1,4,5,16
183,Scenario,10000,normal,0.25,0.1,8,8,182.0862939,59,1,3,0.98,300,0,0,0.253,0.1492,0.0463,0.0284,35,"[(30, 0.9927), (31, 0.9998), (34, 0.9964), (35, 0.9996), (36, 0.9993), (43, 1.0), (44, 1.0), (49, 0.999), (50, 0.9945), (52, 0.9995), (53, 1.0), (54, 0.9998), (56, 0.9776), (57, 1.0), (58, 0.9942), (59, 1.0)]",0.997025,0.9776,7,1,7,9,16,16
184,Scenario,10000,normal,0.25,0.1,12,8,569.741205,58,1,3,0.98,300,0,0,0.3169,0.0692,0.0566,0.0124,30,"[(30, 0.9927), (31, 0.9998), (34, 0.9997), (35, 1.0), (36, 0.9993), (43, 0.9949), (44, 1.0), (47, 0.9928), (48, 1.0), (49, 0.999), (50, 0.9994), (52, 0.9905), (53, 0.9905), (54, 0.9964), (56, 0.9997), (57, 1.0), (58, 0.9799), (59, 1.0)]",0.996366667,0.9799,10,1,10,8,18,18
185,EVT,10000,normal,0.25,0.1,16,8,196.4471581,58,1,3,2.05,0,0.25,0.1,0.0647,0.0005,0.1208,0.0009,20,"[(30, 0.9872), (31, 0.9944), (32, 0.9843), (33, 0.982), (34, 1.0), (35, 1.0), (36, 0.9927), (43, 0.9991), (44, 0.997), (45, 1.0), (46, 1.0), (47, 1.0), (48, 0.9986), (49, 1.0), (50, 0.9801), (52, 0.9966), (53, 0.9875), (54, 1.0), (56, 0.9909), (57, 0.9999), (58, 0.9804), (59, 0.9929)]",0.9938,0.9801,14,1,14,8,22,22
186,Scenario,10000,normal,0.25,0.1,16,8,4558.776016,58,1,3,0.98,300,0,0,0.2171,0.0202,0.0465,0.0041,25,"[(30, 0.9927), (31, 1.0), (32, 0.9997), (33, 1.0), (34, 0.9964), (35, 1.0), (36, 0.9993), (43, 0.9949), (45, 0.9996), (46, 0.9994), (47, 0.9986), (48, 1.0), (49, 0.997), (50, 0.9999), (52, 0.9927), (53, 0.9892), (54, 1.0), (55, 0.996), (56, 0.9948), (57, 1.0), (58, 0.9995), (59, 1.0)]",0.997713636,0.9892,14,1,14,8,22,22
187,Scenario,10000,normal,0.25,0.1,14,8,3786.272563,57,1,3,0.98,500,0,0,0.1592,0.1222,0.0372,0.0231,15,"[(30, 0.9927), (31, 0.9998), (34, 1.0), (35, 1.0), (36, 0.9997), (43, 1.0), (44, 0.9974), (46, 0.9999), (47, 0.9928), (48, 1.0), (49, 0.9939), (50, 0.9999), (52, 0.9951), (53, 0.9999), (54, 0.9963), (56, 0.9985), (57, 1.0), (58, 1.0)]",0.998105556,0.9927,11,1,11,7,18,18
188,Scenario,10000,normal,0.25,0.1,10,8,1152.073678,56,1,3,0.98,500,0,0,0.0335,0.009,0.0126,0.0018,10,"[(34, 1.0), (43, 1.0), (44, 1.0), (50, 1.0), (52, 0.999), (54, 0.9999), (56, 0.9995), (57, 1.0), (58, 0.9932)]",0.999066667,0.9932,6,1,6,3,9,9
189,EVT,10000,normal,0.25,0.1,18,8,661.5270431,58,1,3,2.05,0,0.25,0.1,0.0895,0,0.1847,0.0003,15,"[(30, 0.9897), (31, 0.9874), (32, 0.9843), (33, 0.982), (34, 1.0), (35, 1.0), (36, 0.9861), (42, 0.981), (43, 0.9826), (44, 0.9919), (45, 1.0), (46, 0.9938), (47, 0.9983), (48, 0.9991), (49, 0.988), (50, 0.9801), (52, 0.9943), (53, 0.9822), (55, 0.9961), (56, 0.9896), (57, 0.9987), (58, 0.9804), (59, 0.9929)]",0.990369565,0.9801,16,1,16,7,23,23
190,Scenario,10000,normal,0.25,0.1,12,8,119.905602,58,1,3,0.98,100,0,0,0.4769,0.098,0.0868,0.0191,20,"[(30, 0.9988), (31, 1.0), (34, 0.9997), (35, 1.0), (36, 1.0), (43, 1.0), (44, 0.9763), (47, 0.9997), (48, 0.9997), (49, 1.0), (50, 0.9825), (52, 1.0), (53, 1.0), (54, 0.9999), (56, 0.9926), (57, 1.0), (58, 0.958), (59, 1.0)]",0.994844444,0.958,10,0.944444444,9,8,17,18
191,Scenario,10000,normal,0.25,0.1,16,8,2115.660282,58,1,3,0.98,100,0,0,0.9212,0.1345,0.1604,0.028,55,"[(30, 0.9983), (31, 0.9774), (32, 0.9944), (33, 1.0), (34, 0.9964), (35, 1.0), (36, 1.0), (43, 0.9919), (45, 0.9985), (46, 1.0), (47, 0.9928), (48, 0.9997), (49, 0.9798), (50, 0.9736), (51, 0.9895), (52, 0.9914), (53, 0.9905), (54, 0.9737), (56, 0.978), (57, 1.0), (58, 0.9799), (59, 1.0)]",0.991172727,0.9736,14,0.909090909,12,8,20,22
192,EVT,10000,normal,0.25,0.1,18,8,671.6065588,58,1,3,2.05,0,0.25,0.1,0.0895,0,0.1847,0.0003,15,"[(30, 0.9897), (31, 0.9874), (32, 0.9843), (33, 0.982), (34, 1.0), (35, 1.0), (36, 0.9861), (42, 0.981), (43, 0.9826), (44, 0.9919), (45, 1.0), (46, 0.9938), (47, 0.9983), (48, 0.9991), (49, 0.988), (50, 0.9801), (52, 0.9943), (53, 0.9822), (55, 0.9961), (56, 0.9896), (57, 0.9987), (58, 0.9804), (59, 0.9929)]",0.990369565,0.9801,16,1,16,7,23,23
193,EVT,10000,normal,0.25,0.1,18,8,662.5191891,58,1,3,2.05,0,0.25,0.1,0.0895,0,0.1847,0.0003,15,"[(30, 0.9897), (31, 0.9874), (32, 0.9843), (33, 0.982), (34, 1.0), (35, 1.0), (36, 0.9861), (42, 0.981), (43, 0.9826), (44, 0.9919), (45, 1.0), (46, 0.9938), (47, 0.9983), (48, 0.9991), (49, 0.988), (50, 0.9801), (52, 0.9943), (53, 0.9822), (55, 0.9961), (56, 0.9896), (57, 0.9987), (58, 0.9804), (59, 0.9929)]",0.990369565,0.9801,16,1,16,7,23,23
194,Scenario,10000,normal,0.25,0.1,8,8,184.8572421,59,1,3,0.98,300,0,0,0.253,0.1492,0.0463,0.0284,35,"[(30, 0.9927), (31, 0.9998), (34, 0.9964), (35, 0.9996), (36, 0.9993), (43, 1.0), (44, 1.0), (49, 0.999), (50, 0.9945), (52, 0.9995), (53, 1.0), (54, 0.9998), (56, 0.9776), (57, 1.0), (58, 0.9942), (59, 1.0)]",0.997025,0.9776,7,1,7,9,16,16
195,Scenario,10000,normal,0.25,0.1,8,8,10.91374183,59,1,3,0.98,10,0,0,9.8729,0.2365,0.7145,0.0316,95,"[(32, 0.7877000000000001), (33, 0.6697), (34, 1.0), (35, 1.0), (36, 0.9596), (43, 0.9949), (44, 0.9763), (45, 0.8377), (50, 0.9662), (52, 0.6891), (53, 0.9656), (54, 0.9229), (56, 0.9412), (57, 0.8525), (58, 1.0), (59, 0.8912)]",0.9034125,0.6697,7,0.3125,1,4,5,16
